city_id,population_difference,built_up_area_difference_m2,urban_centre_area_difference_km2,reconciliation_semantics
323,-0.09926999999879627,0,0.0,current_epoch_file_integrity_not_temporal_comparability
324,0.3350899999932153,0,0.0,current_epoch_file_integrity_not_temporal_comparability
325,-0.4349999999976717,0,0.0,current_epoch_file_integrity_not_temporal_comparability
326,0.21467000000120606,0,0.0,current_epoch_file_integrity_not_temporal_comparability
327,-0.05994999999529682,0,0.0,current_epoch_file_integrity_not_temporal_comparability
328,0.3181999999942491,0,0.0,current_epoch_file_integrity_not_temporal_comparability
329,0.11706999999296386,0,0.0,current_epoch_file_integrity_not_temporal_comparability
330,0.301500000001397,0,0.0,current_epoch_file_integrity_not_temporal_comparability
331,0.023309999996854458,0,0.0,current_epoch_file_integrity_not_temporal_comparability
332,-0.386899999997695,0,0.0,current_epoch_file_integrity_not_temporal_comparability
333,-0.01621999999770196,0,0.0,current_epoch_file_integrity_not_temporal_comparability
334,0.2915999999968335,0,0.0,current_epoch_file_integrity_not_temporal_comparability
335,0.4286100000026636,0,0.0,current_epoch_file_integrity_not_temporal_comparability
336,0.47320000000763685,0,0.0,current_epoch_file_integrity_not_temporal_comparability
337,-0.4429999999701977,0,0.0,current_epoch_file_integrity_not_temporal_comparability
338,-0.4586999999883119,0,0.0,current_epoch_file_integrity_not_temporal_comparability
339,-0.1448999999993248,0,0.0,current_epoch_file_integrity_not_temporal_comparability
340,0.09769999999844003,0,0.0,current_epoch_file_integrity_not_temporal_comparability
341,-0.4912999999942258,0,0.0,current_epoch_file_integrity_not_temporal_comparability
342,-0.4143000000040047,0,0.0,current_epoch_file_integrity_not_temporal_comparability
343,0.1277000000118278,0,0.0,current_epoch_file_integrity_not_temporal_comparability
344,0.44733999999880325,0,0.0,current_epoch_file_integrity_not_temporal_comparability
345,-0.07510000001639128,0,0.0,current_epoch_file_integrity_not_temporal_comparability
346,-0.42509000000427477,0,0.0,current_epoch_file_integrity_not_temporal_comparability
347,0.3151999999972759,0,0.0,current_epoch_file_integrity_not_temporal_comparability
348,-0.39000000059604645,0,0.0,current_epoch_file_integrity_not_temporal_comparability
349,-0.4648000000161119,0,0.0,current_epoch_file_integrity_not_temporal_comparability
350,-0.4167799999995623,0,0.0,current_epoch_file_integrity_not_temporal_comparability
351,-0.4599999999627471,0,0.0,current_epoch_file_integrity_not_temporal_comparability
352,-0.4725999999936903,0,0.0,current_epoch_file_integrity_not_temporal_comparability
353,0.3117000000202097,0,0.0,current_epoch_file_integrity_not_temporal_comparability
354,-0.3940100000036182,0,0.0,current_epoch_file_integrity_not_temporal_comparability
